tipo,nodo_padre,nombre_grupo_investigacion,sigla_grupo_investigacion,titulo,autor_1,autor_2,autor_3,autor_4,autor_5,issn,isbn,revista,ano
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"2.- Trabajos de grado de pregrado : La Tuna Tambora de Caucasia y Cáceres. Desde 7 2023 hasta 
                Noviembre 2023, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ANDRES CAMILO ALVAREZ LOPEZ
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): HECTOR FABIAN PALACIOS VANEGAS , JORGE HOYOS RENTERIA",,,,,,,,,2023
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"3.- Trabajos de grado de pregrado : Canciones Cristianas Contemporáneas: Catálogo de Transcripciones. Desde 7 2023 hasta 
                Noviembre 2023, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ANA MARIA PENAGOS DIAZ , DIEGO ANDRES CASTRO CHACIN , MAYLEN SUSETTE CUETO ASTROZA
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): HECTOR FABIAN PALACIOS VANEGAS , JORGE HOYOS RENTERIA",,,,,,,,,2023
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"4.- Trabajos de grado de pregrado : Antología del Himnario Adventista: Una Edición Práctica. Desde 7 2023 hasta 
                Noviembre 2023, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ANGEL STEVEN HERRERA MARTINEZ , NIXON DAVID ARANZALEZ MENDOZA , VICTOR DANIEL VERGARA CABANA
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): HECTOR FABIAN PALACIOS VANEGAS , JORGE HOYOS RENTERIA",,,,,,,,,2023
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"5.- Trabajo de grado de maestría o especialidad clínica : Potenciando la Creación, Actualización e Innovación del Proyecto Educativo Institucional - PEI del Sistema Educativo Adventista de la Unión Colombiana del Norte Desde 7 2023 hasta 
                Mayo 2024, Tipo de orientación: Coturor/asesor Nombre del estudiante:
                
                ELMER JOSE MARTINEZ CUDRIZ , SANDRA MILENA TIUSABA
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): GELVER PEREZ PULIDO , GUSTAVO ADOLFO PHEREZ GOMEZ",,,,,,,,,2023
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"6.- Trabajos de grado de pregrado : Adaptación de la Metodología de Joan Chamorro a un Repertorio Variado de Nivel Inicial de Cuerdas Frotadas para Personas con Discapacidad Visual. Desde 7 2023 hasta 
                Noviembre 2023, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                CINDY YIRLIE TELLO HOYOS , MICHELLE HERNANDEZ VELEZ , STEFANY BOTERO MEJIA
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): HECTOR FABIAN PALACIOS VANEGAS , YAZMIN ROSSANA ARDILA QUINONES",,,,,,,,,2023
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"7.- Trabajo de grado de maestría o especialidad clínica : Influencia de la Inteligencia Artificial como Recurso Educativo en Procesos de Enseñanza - Aprendizaje en el Tema de Biomas de la Tierra Implementando el Inglés como Segunda Lengua en Estudiantes del Grado Octavo del Colegio Adventista CEA Cámbulos Desde 7 2023 hasta 
                Mayo 2024, Tipo de orientación: Coturor/asesor Nombre del estudiante:
                
                DANIEL EUCLIDES SANCHEZ MOYA , MONICA LISETH SUSATAMA ESGUERRA , SAMUEL ANDRES SAAVEDRA DUQUE
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): GELVER PEREZ PULIDO , LEONARDO MAURIS DE LA OSSA",,,,,,,,,2023
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"8.- Trabajo de grado de maestría o especialidad clínica : Transformación del acompañamiento familiar: una experiencia desde la escuela de padres Desde 7 2023 hasta 
                Mayo 2024, Tipo de orientación: Coturor/asesor Nombre del estudiante:
                
                DEIVI ARMANDO ABAHONZA LOPEZ , GISELLE ANDREA DAZA RAMIREZ
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): JENIFFER XIMENA VEGA FAJARDO , JORGE HOYOS RENTERIA",,,,,,,,,2023
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"9.- Trabajos de grado de pregrado : Concierto Temático Sobre Salud Mental en Jóvenes Adultos para Cuarteto Vocal Mixto. Desde 7 2022 hasta 
                Noviembre 2022, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                CARLOS HASLER BALLESTEROS BARRAGAN , OMAR ANDRES NINO PINZON , VALENTINA PINA MORALES
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): HECTOR FABIAN PALACIOS VANEGAS , JORGE HOYOS RENTERIA",,,,,,,,,2022
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"10.- Trabajo de grado de maestría o especialidad clínica : Estrategias YULOAD para el Desarrollo del Pensamiento Crítico para Los Estudiantes de los Grados Séptimo, Octavo y Noveno del Colegio Adventista del Sur de Itagüí - Colombia. Desde 7 2022 hasta 
                Mayo 2023, Tipo de orientación: Coturor/asesor Nombre del estudiante:
                
                LORENA QUITIAN ZARATE , YUVER STEVE VILLAMIL RICO
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): ENOC IGLESIAS ORTEGA , SARAI ANA ORTEGA PINEDA",,,,,,,,,2022
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"11.- Trabajo de grado de maestría o especialidad clínica : Análisis de la Experiencia Pedagógica en el Aula Respecto de los Conceptos de Inclusión, Neurodiversidad y Neurodivergencia Desde 7 2022 hasta 
                Mayo 2023, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ALEJANDRA MARIA VARGAS VELASCO , WALTER ENRIQUE GOMEZ BILBAO
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): GELVER PEREZ PULIDO , SONIA LUCIA VARGAS AMEZQUITA",,,,,,,,,2022
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"12.- Trabajo de grado de maestría o especialidad clínica : Diseño de un manual de actividades didácticas para la enseñanza y el aprendizaje creativos del inglés como idioma extranjero en el nivel A1 en el contexto educativo de la Corporación Universitaria Adventista (UNAC). Desde 7 2022 hasta 
                Mayo 2023, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ADRIAN ULISES HERNANDEZ DELGADO
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): ENOC IGLESIAS ORTEGA , EULICES CORDOBA ZUNIGA",,,,,,,,,2022
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"13.- Trabajos de grado de pregrado : Herramientas Pedagógicas para la Enseñanza del Lenguaje Musical a Personas con Discapacidad Visual que Aspiran Acceder a un Pregrado en Música. Desde 7 2022 hasta 
                Noviembre 2022, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                FELIPE TAMAYO MEDINA , FRIEDRICK OCHOA VALENCIA , JORGE ELIECER ALVAREZ OSORNO
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): HECTOR FABIAN PALACIOS VANEGAS , YAZMIN ROSSANA ARDILA QUINONES",,,,,,,,,2022
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"14.- Trabajos de grado de pregrado : Diseño e Implementación de Herramientas Pedagógicas Musicales para Apoyar el Proceso de Lecto-Escritura en los Niños del Grado de Primero de Primaria de la Institución Educativa Lucrecio Jaramillo Vélez- Sección Agrupación Colombia Desde 7 2022 hasta 
                Noviembre 2022, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                LEIDY DANIELA QUINTANA GIRALDO , MANUELA ALEJANDRA AMAYA LOPEZ , SOFIA CELY GONZALEZ
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): HECTOR FABIAN PALACIOS VANEGAS , YAZMIN ROSSANA ARDILA QUINONES",,,,,,,,,2022
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"15.- Trabajo de grado de maestría o especialidad clínica : El aula invertida en el aprendizaje de las matemáticas: Colegio Adventista de Lérida, Tolima Desde 2 2022 hasta 
                Mayo 2022, Tipo de orientación: Asesor de orientacion Nombre del estudiante:
                
                MILEIDY MARCELA VELASQUEZ AGUIRRE , NEDER MANUEL PALMA CABALLERO , STEVEN ALBERTO LIEVANO GONZALEZ
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Asesor(es): GELVER PEREZ PULIDOTutor(es)/Cotutor(es): SARAI ANA ORTEGA PINEDA",,,,,,,,,2022
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"16.- Trabajo de grado de maestría o especialidad clínica : Conocimiento, actitud y práctica en el grado de inmersión para la integración de la fe en la enseñanza y el aprendizaje en los colegios del Sistema Educativo Adventista en el Noreste colombiano Desde 2 2022 hasta 
                Mayo 2022, Tipo de orientación: Asesor de orientacion Nombre del estudiante:
                
                ALFREDO CALA BERNAL , WILLIAM ALBERTO CASTRO MAESTRE
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Asesor(es): GELVER PEREZ PULIDOTutor(es)/Cotutor(es): SARAI ANA ORTEGA PINEDA",,,,,,,,,2022
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"17.- Trabajos de grado de pregrado : Repertorio de las Practicas Musicales de la Unac. Compilación y Análisis. Desde 7 2021 hasta 
                Noviembre 2021, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                JUAN DAVID COLLAZOS CASTAN O , NICOLL NATALIA QUINTANILLA FAJARDO
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): GELVER PEREZ PULIDO , JORGE HOYOS RENTERIA",,,,,,,,,2021
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"18.- Trabajo de grado de maestría o especialidad clínica : El aprendizaje cooperativo como estrategia de formación pedagógica en los docentes de educación básica primaria del Colegio Adventista Maranatha 2021-2022 Desde 7 2021 hasta 
                Mayo 2022, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                DAYANA ANDREA BASTIDAS GARCIA , FRANKLIN RAFAEL ABANO RIVERO
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 250, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): ENOC IGLESIAS ORTEGA",,,,,,,,,2021
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"19.- Trabajos de grado de pregrado : Experiencias Significativas Interdisciplinares de Licenciados en Música en el Área Artística. Desde 2 2021 hasta 
                Noviembre 2021, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                JUAN FERNANDO VELASQUEZ ARENAS , LISETHE PAOLA MARTINEZ PORRAS
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): GELVER PEREZ PULIDO , JORGE HOYOS RENTERIA",,,,,,,,,2021
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"20.- Trabajos de grado de pregrado : Creaciones Interdisciplinares para Quinteto de Bronces y Declamación de Poesía de León De Greiff. Desde 2 2021 hasta 
                Noviembre 2021, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                BRAYAN ANDRES OLARTE BERRIO , MARIO ALEXIS BETANCUR MUNOZ , SEBASTIAN RESTREPO VELEZ
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): GELVER PEREZ PULIDO , JORGE HOYOS RENTERIA",,,,,,,,,2021
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"21.- Trabajos de grado de pregrado : Salud Mental y Desempeño en el Instrumento Énfasis de los Estudiantes de Licenciatura en Música de la UNAC: Percepciones y Experiencias. Desde 7 2020 hasta 
                Noviembre 2020, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                LAURA VIVIANA QUEVEDO MADRID
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): GELVER PEREZ PULIDO , JORGE HOYOS RENTERIA",,,,,,,,,2020
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"22.- Trabajos de grado de pregrado : Estructuración Curricular del Sistema Educativo Adventista en la UCN. Desde 7 2020 hasta 
                Noviembre 2020, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                CHRISTIAN ALEXIS MINA MERA
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): GELVER PEREZ PULIDO , JORGE HOYOS RENTERIA",,,,,,,,,2020
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"23.- Monografía de conclusión de curso de perfeccionamiento/especialización : Estructuración Curricular: Área de Ciencias Sociales para las IES del Sistema Educativo Adventista. Desde 7 2020 hasta 
                Noviembre 2020, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ELIACID SENIOR VILLADIEGO , LUIS FERNANDO MARIN CARO
                
                Programa académico: ESPECIALIZACION EN DOCENCIA Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): ENOC IGLESIAS ORTEGA",,,,,,,,,2020
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"24.- Monografía de conclusión de curso de perfeccionamiento/especialización : El Clima Organizacional y la Callidad Educativa en el Colegio Adventista Bethel de Saravena, durante el Segundo Semestre Escolar 2019. Desde 7 2019 hasta 
                Noviembre 2019, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ARHY JOHANCY MERCHAN FUENTES , KARIN HERNANDEZ JAIMES
                
                Programa académico: ESPECIALIZACION EN DOCENCIA Número de páginas: 0, Valoración: Aprobada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): ENOC IGLESIAS ORTEGA",,,,,,,,,2019
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"25.- Monografía de conclusión de curso de perfeccionamiento/especialización : Revisión Documental sobre el Efecto de los Conflictos Intrafamiliares en el Proceso de Aprendizaje Académico de los Estudiantes de Primaria, Evidenciados en Artículos Colombianos y otros Países de 2014 a 2019. Desde 7 2019 hasta 
                Noviembre 2019, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ,
                
                Programa académico: ESPECIALIZACION EN DOCENCIA Número de páginas: 0, Valoración: Aprobada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): ENOC IGLESIAS ORTEGA",,,,,,,,,2014
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"26.- Monografía de conclusión de curso de perfeccionamiento/especialización : Propuesta para la Enseñanza del Concepto Paz a partir de la Biblia desde una Perspectiva Disciplinar. Desde 7 2019 hasta 
                Noviembre 2019, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ALEJANDRA MARIA VARGAS VELASCO , DALLAN JAVIER CIFUENTES VILLALBA , DANIEL EDUARDO HERNANDEZ CAMPOS
                
                Programa académico: ESPECIALIZACION EN DOCENCIA Número de páginas: 0, Valoración: Aprobada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): ENOC IGLESIAS ORTEGA",,,,,,,,,2019
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"27.- Tesis de doctorado : La evaluación formativa por competencias de los procesos de aprendizaje. Una visión educativa cristiana integral en Colombia. Desde 4 2018 hasta 
                Octubre 2021, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                GUSTAVO ADOLFO PHEREZ GOMEZ
                
                Programa académico: Doctorado en Humanidades y Artes Número de páginas: 0, Valoración: Aprobada, 
                Institución: Universidad Nacional de Rosario Tutor(es)/Cotutor(es): ENOC IGLESIAS ORTEGA",,,,,,,,,2018
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"28.- Trabajos de grado de pregrado : Perspectivas de los maestros de clarinete y piano sobre el repertorio colombiano de música de cámara en niveles iniciales de la ciudad de Medellín Desde 1 2017 hasta 
                Octubre 2017, Tipo de orientación: Coturor/asesor Nombre del estudiante:
                
                Quiroz Pantoja, Eduard Andony. Sinza Leyton, Daniel Andrés.,
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Distincion meritoria, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): JORGE HOYOS RENTERIA",,,,,,,,,2017
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"29.- Trabajos de grado de pregrado : Portal de pianistas y maestros de piano en Colombia Desde 5 2011 hasta 
                Mayo 2011, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                Angie Xiomara Martínez Casallas,
                
                Programa académico: Licenciatura en Música Número de páginas: 0, Valoración: Aprobada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): JOEL PADILLA RUIZ",,,,,,,,,2011
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"30.- Trabajos de grado de pregrado : Método para el autoaprendizaje de los ritmos más representativos del folclor colombiano. Desde 5 2011 hasta 
                Mayo 2011, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                Bayron Alberto López Arias, Germán Ramírez Pérez, Cesar Augusto Betancourt Suarez,
                
                Programa académico: Licenciatura en Música Número de páginas: 0, Valoración: Aprobada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): JOEL PADILLA RUIZ",,,,,,,,,2011
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"31.- Trabajos dirigidos/Tutorías de otro tipo : Manual práctico para la enseñanza y el aprendizaje de la armonía tonal aplicada en la música popular Desde 10 2009 hasta 
                Octubre 2009, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                Jorge William Quinchía, Obed Trujilo, Sandra Guauque,
                
                Programa académico: LICENCIATURA EN MUSICA Número de páginas: 0, Valoración: Aprobada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): JOEL PADILLA RUIZ",,,,,,,,,2009
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"32.- Trabajos de grado de pregrado : El Postmodernismo y la música Sacra Desde 9 2007 hasta 
                Septiembre 2007, Tipo de orientación: Tutor principal Nombre del estudiante:
                
                ,
                
                Programa académico: Licenciatura en Teología Número de páginas: 0, Valoración: Aprobada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): NELSON JAVIER BERRIO GRANDAS",,,,,,,,,2007
Jurado/Comisiones evaluadoras de trabajo de grado,,Praxis Musical,,"1.- Maestría : Estrategias para el desarrollo del pensamiento crítico en el Área de Educación Religiosa para los estudiantes de los grados séptimo, octavo y noveno de la modalidad presencial y virtual del Colegio Adventista del Sur de Itagüí Colombia, 2023, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Nombre del orientado: Adolfo Díaz, Lorena Quitián y Yuver Villamil Programa académico: MAESTRÍA EN EDUCACIÓN, Institución: Corporación Universitaria Adventista.",ENOC IGLESIAS ORTEGA,,,,,,,,2023
Jurado/Comisiones evaluadoras de trabajo de grado,,Praxis Musical,,"2.- Maestría : Diseño de un manual de actividades didácticas para la enseñanza-aprendizaje creativa del inglés como idioma extranjero en el nivel A1 Colombia, 2023, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Nombre del orientado: Valentina Rivera y Ulises Hernández Programa académico: MAESTRÍA EN EDUCACIÓN, Institución: Corporación Universitaria Adventista.",ENOC IGLESIAS ORTEGA,,,,,,,,2023
Jurado/Comisiones evaluadoras de trabajo de grado,,Praxis Musical,,"3.- Maestría : El Aprendizaje Cooperativo como Estrategia de Formación Pedagógica en los Profesores de Educación Básica Primaria del Colegio Adventista Maranatha 2021 y 2022 Colombia, 2022, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Nombre del orientado: Franklin Rafael Abano Rivero, Dayana Andrea Bastidas García y Olga Judith Sánchez Aguilar Programa académico: MAESTRÍA EN EDUCACIÓN, Institución: Corporación Universitaria Adventista.",ENOC IGLESIAS ORTEGA,,,,,,,,2021
Proyectos,,Praxis Musical,,"1.- Investigación y desarrollo : Creación, Actualización e Innovación del PEI dentro de una Cultura Descontextualizada, Desarticulada y Antónima a la Indagaciòn Educativa 2022/2 - 
                2024/12",,,,,,,,,2022
Proyectos,,Praxis Musical,,"2.- Investigación + Creación : El gesto y los nuevos modelos de concierto en la performance y creación musical de los docentes de la Corporación Universitaria Adventista 2020/10 - 
                2022/12",,,,,,,,,2020
Proyectos,,Praxis Musical,,"3.- Investigación y desarrollo : Fortalecimiento de la calidad en el currículo y la investigación formativa en el proceso de enseñanza 2019/2 - 
                2023/12",,,,,,,,,2019
Proyectos,,Praxis Musical,,"4.- Investigación y desarrollo : Estado del Arte para la construcción de la línea de investigación en pedagogía musical 2011/2 - 
                2011/12",,,,,,,,,2011
Proyectos,,Praxis Musical,,"5.- Investigación y desarrollo : Formulación de  Línea de Investigación en Pedagogía Musical 2011/2 - 
                2012/7",,,,,,,,,2011
Proyectos,,Praxis Musical,,"6.- Investigación y desarrollo : El Efecto Fisiológico de la Música Cristiana Contemporánea en la juventud Adventista 2010/1 - 
                Actual",,,,,,,,,2010
Proyectos,,Praxis Musical,,"7.- Investigación y desarrollo : Diagnostico acerca de la utilización del software música como recurso didáctico en Medellín. 2009/2 - 
                2009/11",,,,,,,,,2009
Proyectos,,Praxis Musical,,"8.- Investigación y desarrollo : Estado del arte La música y sus efectos. 2009/2 - 
                Actual",,,,,,,,,2009
